question,key
"Stopping migrants crossing the Channel in small boats : Do you think the government is doing enough, or is not doing enough, on each of the following issues?",613
"Working with the EU on the Northern Ireland protocol : Do you think the government is doing enough, or is not doing enough, on each of the following issues?",614
To what extent do you support or oppose the UK government supplying fighter jets to Ukraine?,615
"Table Summary NET Improved : It is now two years since the UK transitioned out of its membership of the European Union and struck a new trade deal with the EU. Over the course of the past two years, to what extent do you think that Brexit has improved or worsened each of the following?",616
"Table Summary NET Worsened : It is now two years since the UK transitioned out of its membership of the European Union and struck a new trade deal with the EU. Over the course of the past two years, to what extent do you think that Brexit has improved or worsened each of the following?",617
"It has been reported that subcontractors from energy firms have been forcing their way into homes to install pre-payment utility meters, which are typically more expensive, for those who are struggling to pay their energy bills. Some have called for the head of the energy regulator Ofgem, whose responsibility it is to protect consumers from poor practice in the energy sector, to “consider his position”, although the government itself have not called for such action. Which of the following is closest to your view?",618
"If energy firms are found to have forced the installation of prepayment meters on customers, which of the following courses of action would you prefer to see?",619
"Thinking about any sexual partners you have ever had, to what extent do you think that they fully understood what is meant by 'consent'? By sexual partners, please think about times you have engaged in any sexual activity, not just penetrative sex, with another person.",620
"Looking back, to what extent would you say that your first partnered sexual experience was earlier or later than you wanted it to be, or was it about when you wanted it to be?",621
You said that your first partnered sexual experience was later than you wanted it to be. To what extent would you say that the Covid-19 pandemic was the reason for that?,622
"To what extent would you say that you do, or do not, feel judged, by your peers regarding your sexual activity at the moment?",623
"To what extent would you say that you did, or did not, feel pressurised into your first experience of penetrative sex?",624
Which of the following statements is closest to your experience?,625
Which of the following statements is closer to your experience?,626
"To what extent do you think you would, or would not, feel confident in knowing what resources or people you can approach if you experience sexual harassment or abuse online?",627
"To what extent would you say that your university is doing too much, or too little, to tackle misogyny among its student population, or is it doing about enough?",628
"To what extent would you say that your university community takes student's sexual wellbeing seriously, or not seriously enough?",629
"To what extent would you say that you do, or do not, feel pressurised to limit the number of sexual partners you have over the course of your life?",630
"To what extent would you say that you did/do, or did/do not, feel pressurised to maintain your 'virginity'?",631
How often would you say that you feel in control of the sexual scenarios that you find yourself in?,632
"To what extent would you say that you have, or have not, had issues with arousal during sexual scenarios (either you or your partners)?",633
"To what extent do you think you are, or are not, confident in knowing what to do when having issues with arousal among you and your sexual partners?",634
Which of the following is closest to your experience?,635
To what extent would you say that you feel safe or unsafe when having sex?,636
"Summary Table: To what extent would you, or would you not, feel confident doing each of the following?",637
"Confident - Summary Table: To what extent would you, or would you not, feel confident doing each of the following?",638
"Not Confident - Summary Table: To what extent would you, or would you not, feel confident doing each of the following?",639
"Label the testes on a diagram of the male reproductive organ: To what extent would you, or would you not, feel confident doing each of the following?",640
"Label the nubis on a diagram of the female reproductive organ: To what extent would you, or would you not, feel confident doing each of the following?",641
"Label the clitoral glans on a diagram of the female reproductive organ: To what extent would you, or would you not, feel confident doing each of the following?",642
region. What is their region at home or their parental home?,643
group. What group is this students' university in?,644
region. What region is this students' university?,645
year. What is this students' current course year?,646
"Do you have any of the following impairments or health conditions, expected to last 12 months or more?",647
Repay £5 you've lent them: Please select whether you trust Liz Truss or Keir Starmer more to do each of the following actions.,648
Lend you £5 when you need it: Please select whether you trust Liz Truss or Keir Starmer more to do each of the following actions.,649
Look after your home while you are away: Please select whether you trust Liz Truss or Keir Starmer more to do each of the following actions.,650
Cook a good meal: Please select whether you trust Liz Truss or Keir Starmer more to do each of the following actions.,651
Buy a round for their friends at the pub: Please select whether you trust Liz Truss or Keir Starmer more to do each of the following actions.,652
Tip their server: Please select whether you trust Liz Truss or Keir Starmer more to do each of the following actions.,653
Give impartial advice: Please select whether you trust Liz Truss or Keir Starmer more to do each of the following actions.,654
Assemble flat-pack furniture: Please select whether you trust Liz Truss or Keir Starmer more to do each of the following actions.,655
Cut the food you are sharing equally in half: Please select whether you trust Liz Truss or Keir Starmer more to do each of the following actions.,656
Organise a fun night out: Please select whether you trust Liz Truss or Keir Starmer more to do each of the following actions.,657
Healthcare: To what extent are you optimistic or pessimistic about the following issues in 2021?,658
Your financial situation: To what extent are you optimistic or pessimistic about the following issues in 2021?,659
Employment: To what extent are you optimistic or pessimistic about the following issues in 2021?,660
The economy: To what extent are you optimistic or pessimistic about the following issues in 2021?,661
Going on holiday abroad: To what extent are you optimistic or pessimistic about the following issues in 2021?,662
Your local area: To what extent are you optimistic or pessimistic about the following issues in 2021?,663
"Thinking about your current financial situation, which of the following best describes how you feel about the cost of living?",664
"Summary Table: You said that you are worried about the cost of living. Is this, or is this not, having a negative effect on your mental and physical health?",665
"Very/somewhat negative effect - Summary: You said that you are worried about the cost of living. Is this, or is this not, having a negative effect on your mental and physical health?",666
"Not much/no negative effect - Summary: You said that you are worried about the cost of living. Is this, or is this not, having a negative effect on your mental and physical health?",667
"Mental health: You said that you are worried about the cost of living. Is this, or is this not, having a negative effect on your mental and physical health?",668
"Physical health: You said that you are worried about the cost of living. Is this, or is this not, having a negative effect on your mental and physical health?",669
"You mentioned that being worried about the cost of living is having a negative effect on your mental health. Which of the following, if any, have you experienced as a result?",670
"In the last six months, where has your household noticed the most significant increase in costs?",671
"Summary Table: Compared to a typical week, have you done any of the following in the last week specifically to save money?",672
"Yes - Summary: Compared to a typical week, have you done any of the following in the last week specifically to save money?",673
"Shopped at a different place than usual: Compared to a typical week, have you done any of the following in the last week specifically to save money?",674
"Reduced the amount of food you bought: Compared to a typical week, have you done any of the following in the last week specifically to save money?",675
"Eaten out less than usual: Compared to a typical week, have you done any of the following in the last week specifically to save money?",676
"Not got a takeaway: Compared to a typical week, have you done any of the following in the last week specifically to save money?",677
"Used a household appliance less (eg a kettle): Compared to a typical week, have you done any of the following in the last week specifically to save money?",678
"Turned lights off: Compared to a typical week, have you done any of the following in the last week specifically to save money?",679
"Used transport (car or public transport) less: Compared to a typical week, have you done any of the following in the last week specifically to save money?",680
"Used a foodbank: Compared to a typical week, have you done any of the following in the last week specifically to save money?",681
"Summary Table: How often, if at all, would you say you've done the following specifically to save money in the last six months?",682
"Often/sometimes - Summary: How often, if at all, would you say you've done the following specifically to save money in the last six months?",683
"Rarely/never - Summary: How often, if at all, would you say you've done the following specifically to save money in the last six months?",684
"Ever - Summary: How often, if at all, would you say you've done the following specifically to save money in the last six months?",685
"Gone on fewer day trips/days out: How often, if at all, would you say you've done the following specifically to save money in the last six months?",686
"Travelled less to meet up with family or friends: How often, if at all, would you say you've done the following specifically to save money in the last six months?",687
"Cut back on paying for school trip: How often, if at all, would you say you've done the following specifically to save money in the last six months?",688
"Spent less on children's activities/ after school club: How often, if at all, would you say you've done the following specifically to save money in the last six months?",689
"Spent less on hair and beauty (eg not had a hair cut): How often, if at all, would you say you've done the following specifically to save money in the last six months?",690
"Spent less on clothes for yourself: How often, if at all, would you say you've done the following specifically to save money in the last six months?",691
"Spent less on clothes for your children: How often, if at all, would you say you've done the following specifically to save money in the last six months?",692
"Cut back on a gym membership or classes: How often, if at all, would you say you've done the following specifically to save money in the last six months?",693
"Cut back on TV subscriptions: How often, if at all, would you say you've done the following specifically to save money in the last six months?",694
"Put off big purchases (e.g. buying a new car, sofa, TV, doing work on your house): How often, if at all, would you say you've done the following specifically to save money in the last six months?",695
"Gone on fewer nights out: How often, if at all, would you say you've done the following specifically to save money in the last six months?",696
"Cut back on smoking/vaping: How often, if at all, would you say you've done the following specifically to save money in the last six months?",697
"Cut back on playing the lottery: How often, if at all, would you say you've done the following specifically to save money in the last six months?",698
"Reduced the amount you've donated to charity (including food banks): How often, if at all, would you say you've done the following specifically to save money in the last six months?",699
"Cut back on trips taken in the car: How often, if at all, would you say you've done the following specifically to save money in the last six months?",700
"Charged appliances (e.g. phone, computer) at work instead of at home: How often, if at all, would you say you've done the following specifically to save money in the last six months?",701
"In the last six months, how difficult or easy has it been for your household to pay essential household costs (e.g. utility bills, food, housing costs)?",702
Which of the following best describes how your household pays for energy?,703
"You mentioned that you pay for your energy using a pre-payment meter. In the last six months, have you ever run out of credit or self-disconnected?",704
You mentioned that you pay for your energy using a pre-payment meter. Did you choose to be on a pre-payment meter or did your energy company do so?,705
"In the last six months, have you ever fallen into arrears on your energy bills?",706
You mentioned that you have fallen into arrears on your energy bills in the last six months. Have you agreed a payment plan with your supplier?,707
"Which of the following measures, if any, have you taken to save on energy costs so far this winter?",708
You mentioned that you have sought financial help with your energy bills this winter. Who have you sought help from?,709
Summary Table: Which of the following best describes your interaction with the following support available to help with the cost of living?,710
Yes - Summary: Which of the following best describes your interaction with the following support available to help with the cost of living?,711
Grants to improve the energy efficiency of your home: Which of the following best describes your interaction with the following support available to help with the cost of living?,712
Council tax rebates for properties in bands A to D: Which of the following best describes your interaction with the following support available to help with the cost of living?,713
Help paying your water bill: Which of the following best describes your interaction with the following support available to help with the cost of living?,714
Social broadband tariffs: Which of the following best describes your interaction with the following support available to help with the cost of living?,715
Holiday food programme for children on free school meals: Which of the following best describes your interaction with the following support available to help with the cost of living?,716
Energy Company Support Fund/Hardship Fund: Which of the following best describes your interaction with the following support available to help with the cost of living?,717
Energy Company Priority Services Register: Which of the following best describes your interaction with the following support available to help with the cost of living?,718
Warm Home Discount: Which of the following best describes your interaction with the following support available to help with the cost of living?,719
Cold Weather Payments: Which of the following best describes your interaction with the following support available to help with the cost of living?,720
Fuel voucher: Which of the following best describes your interaction with the following support available to help with the cost of living?,721
Tax free childcare: Which of the following best describes your interaction with the following support available to help with the cost of living?,722
In the next six months how difficult or easy do you expect it to be to pay your housing costs (i.e. your mortgage or rent)?,723
Would you expect your personal financial situation to get better or worse in the next six months?,724
Between November 2021 and November 2022 the price of goods and services rose by an average of 10.7%. Which of the following best describes your views?,725
"Will you, or your union, ask for your wages to increase this year?",726
To what extent are you worried or not worried about losing your job in the next six months?,727
"Thinking about your spending for Christmas and the holiday season in 2022 (e.g. food, presents etc.), did you spend more or less than you had planned to?",728
"How much of your spending for Christmas and the holiday season in 2022 (e.g. food, presents etc.) was paid for on credit?",729
How confident are you in your ability to repay the credit on your spending for Christmas and the holiday season in 2022?,730
STATUS. Which of the following best describes your current working status?,731
How many adults aged 18+ live in your household?,732
"Do you have any children aged 18 or under? If so, how old are they?",733
"What is your annual household income, before tax and deductions?",734
Which of the following best describes your current living situation in the UK?,735
"In the last 12 months, have you tried getting a face-to-face NHS GP appointment in your local area?",736
"Which of the following, if any, have you done as a result of not being able to get a face-to-face NHS GP appointment in your local area?",737
